workshop_id|bucket|asset_type|title|source_path|status|notes|validation_issues
08|Additional_Resources|docx|7. Income Inequality and Health Care|Whole/Module 8/Resources/7. Income Inequality and Health Care.docx|ok||
08|Additional_Resources|pdf|7. Income Inequality and Health Care|Whole/Module 8/Resources/7. Income Inequality and Health Care.pdf|ok||
08|Additional_Resources|docx|8. How to Avoid the Health Risks that Come from Financial Stress|Whole/Module 8/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.docx|ok||
08|Additional_Resources|pdf|8. How to Avoid the Health Risks that Come from Financial Stress|Whole/Module 8/Resources/8. How to Avoid the Health Risks that Come from Financial Stress.pdf|ok||
08|Additional_Resources|pdf|9. Poverty s Effect on Children s Health|Whole/Module 8/Resources/9. Poverty_s Effect on Children_s Health.pdf|ok||
08|Additional_Resources|pdf|Effects of Childhood Poverty|Whole/Module 8/Resources/Effects of Childhood Poverty.pdf|ok||
08|Additional_Resources|pdf|Financial Abuse and Rebuilding your Finances|Whole/Module 8/Resources/Financial Abuse and Rebuilding your Finances.pdf|ok||
08|Additional_Resources|pdf|Money.Smart.for.Older.Adults.Prevent.Financial.Exploitation|Whole/Module 8/Resources/Money.Smart.for.Older.Adults.Prevent.Financial.Exploitation.pdf|ok||
08|Additional_Resources|pdf|Poverty and Health|Whole/Module 8/Resources/Poverty and Health.pdf|ok||
08|Additional_Resources|pdf|Statistics on Mental Illness and Poverty|Whole/Module 8/Resources/Statistics on Mental Illness and Poverty.pdf|ok||
08|Additional_Resources|docx|Workshop 8 Additional Resources|Whole/Module 8/Resources/Workshop 8 Additional Resources.docx|ok||
08|Additional_Resources|pdf|Workshop 8 Additional Resources|Whole/Module 8/Resources/Workshop 8 Additional Resources.pdf|ok||
08||pdf|Workshop 08 Mental Health, Relationships & Money|Whole/Module 8/Workshop 08 - Mental Health, Relationships & Money.pdf|review||missing_bucket
08||pdf|Workshop 08 Mental Health, Relationships & Money; Financial Crisis Planning|Whole/Module 8/Workshop 08 - Mental Health, Relationships & Money; Financial Crisis Planning.pdf|review||missing_bucket
08||pdf|pg1|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg1.pdf|review||missing_bucket
08||pdf|pg2|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg2.pdf|review||missing_bucket
08||pdf|pg3|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg3.pdf|review||missing_bucket
08||pdf|pg4|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg4.pdf|review||missing_bucket
08||pdf|pg5|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg5.pdf|review||missing_bucket
08||pdf|pg6|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg6.pdf|review||missing_bucket
08||pdf|pg7|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg7.pdf|review||missing_bucket
08||pdf|pg8|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg8.pdf|review||missing_bucket
08||pdf|pg9|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PDFs/pg9.pdf|review||missing_bucket
08||png|pg1|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg1.png|review||missing_bucket
08||png|pg2|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg2.png|review||missing_bucket
08||png|pg3|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg3.png|review||missing_bucket
08||png|pg4|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg4.png|review||missing_bucket
08||png|pg5|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg5.png|review||missing_bucket
08||png|pg6|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg6.png|review||missing_bucket
08||png|pg7|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg7.png|review||missing_bucket
08||png|pg8|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg8.png|review||missing_bucket
08||png|pg9|Whole/Module 8/Workshop_08_pages/Facilitator_Guide/Workshop_08/PNGs/pg9.png|review||missing_bucket
08||pdf|pg1|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg1.pdf|review||missing_bucket
08||pdf|pg10|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg10.pdf|review||missing_bucket
08||pdf|pg11|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg11.pdf|review||missing_bucket
08||pdf|pg12|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg12.pdf|review||missing_bucket
08||pdf|pg13|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg13.pdf|review||missing_bucket
08||pdf|pg14|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg14.pdf|review||missing_bucket
08||pdf|pg15|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg15.pdf|review||missing_bucket
08||pdf|pg16|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg16.pdf|review||missing_bucket
08||pdf|pg17|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg17.pdf|review||missing_bucket
08||pdf|pg18|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg18.pdf|review||missing_bucket
08||pdf|pg19|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg19.pdf|review||missing_bucket
08||pdf|pg2|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg2.pdf|review||missing_bucket
08||pdf|pg20|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg20.pdf|review||missing_bucket
08||pdf|pg21|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg21.pdf|review||missing_bucket
08||pdf|pg3|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg3.pdf|review||missing_bucket
08||pdf|pg4|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg4.pdf|review||missing_bucket
08||pdf|pg5|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg5.pdf|review||missing_bucket
08||pdf|pg6|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg6.pdf|review||missing_bucket
08||pdf|pg7|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg7.pdf|review||missing_bucket
08||pdf|pg8|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg8.pdf|review||missing_bucket
08||pdf|pg9|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PDFs/pg9.pdf|review||missing_bucket
08||png|pg1|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg1.png|review||missing_bucket
08||png|pg10|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg10.png|review||missing_bucket
08||png|pg11|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg11.png|review||missing_bucket
08||png|pg12|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg12.png|review||missing_bucket
08||png|pg13|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg13.png|review||missing_bucket
08||png|pg14|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg14.png|review||missing_bucket
08||png|pg15|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg15.png|review||missing_bucket
08||png|pg16|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg16.png|review||missing_bucket
08||png|pg17|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg17.png|review||missing_bucket
08||png|pg18|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg18.png|review||missing_bucket
08||png|pg19|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg19.png|review||missing_bucket
08||png|pg2|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg2.png|review||missing_bucket
08||png|pg20|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg20.png|review||missing_bucket
08||png|pg21|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg21.png|review||missing_bucket
08||png|pg3|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg3.png|review||missing_bucket
08||png|pg4|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg4.png|review||missing_bucket
08||png|pg5|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg5.png|review||missing_bucket
08||png|pg6|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg6.png|review||missing_bucket
08||png|pg7|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg7.png|review||missing_bucket
08||png|pg8|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg8.png|review||missing_bucket
08||png|pg9|Whole/Module 8/Workshop_08_pages/Student_Guide/Workshop_08/PNGs/pg9.png|review||missing_bucket
09|Handouts|pdf|1. IRS Tips to Take the Stress out of Tax Season|Whole/Module 9/Handouts/1. IRS Tips to Take the Stress out of Tax Season.pdf|ok||
09|Handouts|pdf|2. IRS Free File|Whole/Module 9/Handouts/2. IRS Free File.pdf|ok||
09|Handouts|pdf|3. 6 Steps for First Time Tax Filers|Whole/Module 9/Handouts/3. 6 Steps for First-Time Tax Filers.pdf|ok||
09|Handouts|pdf|4. The Three Basic Tax Types|Whole/Module 9/Handouts/4. The Three Basic Tax Types.pdf|ok||
09|Handouts|pdf|5. Credits & Deductions|Whole/Module 9/Handouts/5. Credits & Deductions.pdf|ok||
09|Handouts|pdf|6. Common Tax Write Offs You Can Claim|Whole/Module 9/Handouts/6. Common Tax Write-Offs You Can Claim.pdf|ok||
09|Handouts|pdf|Who Qualifies for the Earned Income Tax Credit (EITC) Internal Revenue Service|Whole/Module 9/Handouts/Who Qualifies for the Earned Income Tax Credit (EITC) _ Internal Revenue Service.pdf|ok||
09||docx|How to Cope with Tax Season Stress|Whole/Module 9/How to Cope with Tax Season Stress.docx|review||missing_bucket
09||docx|MB FTS 9|Whole/Module 9/MB_FTS_ 9.docx|review||missing_bucket
09||docx|Module Nine Additional Resources|Whole/Module 9/Module Nine Additional Resources.docx|review||missing_bucket
09|Core_Resources|pptx|Money Basics PPT Workshop 9|Whole/Module 9/Money Basics PPT Workshop 9.pptx|ok||
09||docx|Regressive, Proportional, and Progressive Taxes|Whole/Module 9/Regressive, Proportional, and Progressive Taxes.docx|review||missing_bucket
09|Additional_Resources|docx|1. What to Know About How to File Taxes|Whole/Module 9/Resources/1. What to Know About How to File Taxes.docx|ok||
09|Additional_Resources|pdf|1. What to Know About How to File Taxes|Whole/Module 9/Resources/1. What to Know About How to File Taxes.pdf|ok||
09|Additional_Resources|docx|2. How to Cope with Tax Season Stress|Whole/Module 9/Resources/2. How to Cope with Tax Season Stress.docx|ok||
09|Additional_Resources|pdf|2. How to Cope with Tax Season Stress|Whole/Module 9/Resources/2. How to Cope with Tax Season Stress.pdf|ok||
09|Additional_Resources|pdf|3. How to File Your Taxes|Whole/Module 9/Resources/3. How to File Your Taxes.pdf|ok||
09|Additional_Resources|pdf|4. Tax Basics|Whole/Module 9/Resources/4. Tax Basics.pdf|ok||
09|Additional_Resources|pdf|5. Why We Pay Taxes|Whole/Module 9/Resources/5. Why We Pay Taxes.pdf|ok||
09|Additional_Resources|docx|6. Regressive Vs. Progressive Taxes|Whole/Module 9/Resources/6. Regressive Vs. Progressive Taxes.docx|ok||
09|Additional_Resources|pdf|6. Regressive Vs. Progressive Taxes|Whole/Module 9/Resources/6. Regressive Vs. Progressive Taxes.pdf|ok||
09|Additional_Resources|pdf|7. Federal Tax Revenue|Whole/Module 9/Resources/7. Federal Tax Revenue.pdf|ok||
09|Additional_Resources|pdf|Form 1040|Whole/Module 9/Resources/Form 1040.pdf|ok||
09|Additional_Resources|docx|Workshop 9 Additional Resources|Whole/Module 9/Resources/Workshop 9 Additional Resources.docx|ok||
09|Additional_Resources|pdf|Workshop 9 Additional Resources|Whole/Module 9/Resources/Workshop 9 Additional Resources.pdf|ok||
09||docx|What to Know About How to File Taxes|Whole/Module 9/What to Know About How to File Taxes.docx|review||missing_bucket
09||pdf|Workshop 09 Tax Returns|Whole/Module 9/Workshop 09 - Tax Returns.pdf|review||missing_bucket
